customer_id,month,transaction_count,total_amount,total_effective_amount,average_amount,injected_anomalies,transaction_count_change,effective_amount_change
C00016,2025-12-01,1,45.72,45.72,45.72,0,1.0,45.72
C00017,2025-01-01,1,98.56,98.56,98.56,0,,
C00017,2025-02-01,1,411.95,411.95,411.95,0,0.0,313.39
C00017,2025-03-01,1,301.38,301.38,301.38,0,0.0,-110.57
C00017,2025-04-01,0,0.0,0.0,,0,-1.0,-301.38
C00017,2025-05-01,0,0.0,0.0,,0,0.0,0.0
C00017,2025-06-01,3,191.07999999999998,191.07999999999998,63.69333333333333,0,3.0,191.07999999999998
C00017,2025-07-01,1,1116.86,1116.86,1116.86,0,-2.0,925.78
C00017,2025-08-01,0,0.0,0.0,,0,-1.0,-1116.86
C00017,2025-09-01,0,0.0,0.0,,0,0.0,0.0
C00017,2025-10-01,2,326.28,326.28,163.14,0,2.0,326.28
C00018,2025-02-01,1,28.57,28.57,28.57,0,,
C00018,2025-03-01,0,0.0,0.0,,0,-1.0,-28.57
C00018,2025-04-01,2,381.94,381.94,190.97,0,2.0,381.94
C00018,2025-05-01,1,152.45,152.45,152.45,0,-1.0,-229.49
C00018,2025-06-01,3,285.73,285.73,95.24333333333334,0,2.0,133.28000000000003
C00018,2025-07-01,0,0.0,0.0,,0,-3.0,-285.73
C00018,2025-08-01,1,8.15,8.15,8.15,0,1.0,8.15
C00018,2025-09-01,1,29.95,29.95,29.95,0,0.0,21.799999999999997
C00018,2025-10-01,0,0.0,0.0,,0,-1.0,-29.95
C00018,2025-11-01,0,0.0,0.0,,0,0.0,0.0
C00018,2025-12-01,1,371.96,-371.96,371.96,0,1.0,-371.96
C00019,2025-01-01,2,31.99,31.99,15.995,0,,
C00019,2025-02-01,0,0.0,0.0,,0,-2.0,-31.99
C00019,2025-03-01,1,13.48,13.48,13.48,0,1.0,13.48
C00019,2025-04-01,0,0.0,0.0,,0,-1.0,-13.48
C00019,2025-05-01,0,0.0,0.0,,0,0.0,0.0
C00019,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00019,2025-07-01,1,82.42,82.42,82.42,0,1.0,82.42
C00019,2025-08-01,2,139.72,139.72,69.86,0,1.0,57.3
C00019,2025-09-01,0,0.0,0.0,,0,-2.0,-139.72
C00019,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00019,2025-11-01,2,28.64,28.64,14.32,0,2.0,28.64
C00019,2025-12-01,3,103.25999999999999,103.25999999999999,34.419999999999995,0,1.0,74.61999999999999
C00020,2025-03-01,1,32.23,32.23,32.23,0,,
C00020,2025-04-01,0,0.0,0.0,,0,-1.0,-32.23
C00020,2025-05-01,0,0.0,0.0,,0,0.0,0.0
C00020,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00020,2025-07-01,0,0.0,0.0,,0,0.0,0.0
C00020,2025-08-01,1,251.51,251.51,251.51,0,1.0,251.51
C00021,2025-01-01,1,207.32,207.32,207.32,0,,
C00021,2025-02-01,1,19.08,19.08,19.08,0,0.0,-188.24
C00021,2025-03-01,0,0.0,0.0,,0,-1.0,-19.08
C00021,2025-04-01,0,0.0,0.0,,0,0.0,0.0
C00021,2025-05-01,0,0.0,0.0,,0,0.0,0.0
C00021,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00021,2025-07-01,1,26.03,26.03,26.03,0,1.0,26.03
C00021,2025-08-01,1,179.03,179.03,179.03,0,0.0,153.0
C00021,2025-09-01,0,0.0,0.0,,0,-1.0,-179.03
C00021,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00021,2025-11-01,2,94.79,94.79,47.395,0,2.0,94.79
C00022,2025-01-01,1,22.39,22.39,22.39,0,,
C00022,2025-02-01,0,0.0,0.0,,0,-1.0,-22.39
C00022,2025-03-01,3,212.38,212.38,70.79333333333334,0,3.0,212.38
C00022,2025-04-01,2,78.52000000000001,78.52000000000001,39.260000000000005,0,-1.0,-133.85999999999999
C00022,2025-05-01,0,0.0,0.0,,0,-2.0,-78.52000000000001
C00022,2025-06-01,1,202.71,202.71,202.71,0,1.0,202.71
C00022,2025-07-01,0,0.0,0.0,,0,-1.0,-202.71
C00022,2025-08-01,2,193.78000000000003,193.78000000000003,96.89000000000001,0,2.0,193.78000000000003
C00022,2025-09-01,2,176.76,27.0,88.38,0,0.0,-166.78000000000003
C00022,2025-10-01,2,184.88,184.88,92.44,0,0.0,157.88
C00022,2025-11-01,1,173.47,173.47,173.47,0,-1.0,-11.409999999999997
C00022,2025-12-01,3,175.10999999999999,175.10999999999999,58.37,0,2.0,1.6399999999999864
C00023,2025-04-01,1,80.9,80.9,80.9,0,,
C00023,2025-05-01,0,0.0,0.0,,0,-1.0,-80.9
C00023,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00023,2025-07-01,1,26.17,26.17,26.17,0,1.0,26.17
C00023,2025-08-01,3,107.03999999999999,107.03999999999999,35.68,0,2.0,80.86999999999999
C00023,2025-09-01,0,0.0,0.0,,0,-3.0,-107.03999999999999
C00023,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00023,2025-11-01,1,28.26,-28.26,28.26,0,1.0,-28.26
C00024,2025-01-01,2,354.97,354.97,177.485,0,,
C00024,2025-02-01,1,41.18,41.18,41.18,0,-1.0,-313.79
C00024,2025-03-01,2,68.19,68.19,34.095,0,1.0,27.009999999999998
C00024,2025-04-01,0,0.0,0.0,,0,-2.0,-68.19
C00024,2025-05-01,0,0.0,0.0,,0,0.0,0.0
C00024,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00024,2025-07-01,0,0.0,0.0,,0,0.0,0.0
C00024,2025-08-01,1,27.1,27.1,27.1,0,1.0,27.1
C00024,2025-09-01,2,568.6800000000001,310.21,284.34000000000003,0,1.0,283.10999999999996
C00024,2025-10-01,0,0.0,0.0,,0,-2.0,-310.21
C00024,2025-11-01,0,0.0,0.0,,0,0.0,0.0
C00024,2025-12-01,2,108.1,108.1,54.05,0,2.0,108.1
C00025,2025-03-01,1,15.52,15.52,15.52,0,,
C00025,2025-04-01,1,22.15,22.15,22.15,0,0.0,6.629999999999999
C00025,2025-05-01,0,0.0,0.0,,0,-1.0,-22.15
C00025,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00025,2025-07-01,3,210.7,210.7,70.23333333333333,0,3.0,210.7
C00025,2025-08-01,1,39.92,39.92,39.92,0,-2.0,-170.77999999999997
C00025,2025-09-01,0,0.0,0.0,,0,-1.0,-39.92
C00025,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00025,2025-11-01,1,61.32,61.32,61.32,0,1.0,61.32
C00026,2025-01-01,1,320.41,320.41,320.41,0,,
C00026,2025-02-01,0,0.0,0.0,,0,-1.0,-320.41
C00026,2025-03-01,0,0.0,0.0,,0,0.0,0.0
C00026,2025-04-01,0,0.0,0.0,,0,0.0,0.0
C00026,2025-05-01,0,0.0,0.0,,0,0.0,0.0
C00026,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00026,2025-07-01,0,0.0,0.0,,0,0.0,0.0
C00026,2025-08-01,1,318.08,318.08,318.08,0,1.0,318.08
C00026,2025-09-01,0,0.0,0.0,,0,-1.0,-318.08
C00026,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00026,2025-11-01,0,0.0,0.0,,0,0.0,0.0
C00026,2025-12-01,1,23.64,23.64,23.64,0,1.0,23.64
C00027,2025-01-01,3,238.57999999999998,238.57999999999998,79.52666666666666,0,,
C00027,2025-02-01,1,78.03,78.03,78.03,0,-2.0,-160.54999999999998
C00027,2025-03-01,3,373.89,257.18,124.63,0,2.0,179.15
C00027,2025-04-01,1,29.58,29.58,29.58,0,-2.0,-227.60000000000002
C00027,2025-05-01,0,0.0,0.0,,0,-1.0,-29.58
C00027,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00027,2025-07-01,1,1175.9,1175.9,1175.9,1,1.0,1175.9
C00027,2025-08-01,0,0.0,0.0,,0,-1.0,-1175.9
C00027,2025-09-01,2,225.82,225.82,112.91,0,2.0,225.82
C00027,2025-10-01,0,0.0,0.0,,0,-2.0,-225.82
C00027,2025-11-01,1,42.5,42.5,42.5,0,1.0,42.5
C00027,2025-12-01,1,67.23,67.23,67.23,0,0.0,24.730000000000004
C00028,2025-01-01,1,59.91,59.91,59.91,0,,
C00028,2025-02-01,1,15.22,15.22,15.22,0,0.0,-44.69
C00028,2025-03-01,1,34.35,34.35,34.35,0,0.0,19.130000000000003
C00028,2025-04-01,0,0.0,0.0,,0,-1.0,-34.35
C00028,2025-05-01,2,204.2,204.2,102.1,0,2.0,204.2
C00028,2025-06-01,3,93.89,93.89,31.296666666666667,0,1.0,-110.30999999999999
C00028,2025-07-01,4,273.96,273.96,68.49,0,1.0,180.07
C00028,2025-08-01,4,583.91,455.53,145.9775,0,0.0,181.57
C00028,2025-09-01,0,0.0,0.0,,0,-4.0,-455.53
C00028,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00028,2025-11-01,1,266.24,266.24,266.24,0,1.0,266.24
C00029,2025-02-01,2,366.4,-149.0,183.2,0,,
C00029,2025-03-01,0,0.0,0.0,,0,-2.0,149.0
C00029,2025-04-01,0,0.0,0.0,,0,0.0,0.0
C00029,2025-05-01,0,0.0,0.0,,0,0.0,0.0
C00029,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00029,2025-07-01,0,0.0,0.0,,0,0.0,0.0
C00029,2025-08-01,2,129.5,129.5,64.75,0,2.0,129.5
C00029,2025-09-01,1,198.07,198.07,198.07,0,-1.0,68.57
C00030,2025-01-01,1,72.67,72.67,72.67,0,,
C00030,2025-02-01,0,0.0,0.0,,0,-1.0,-72.67
C00030,2025-03-01,0,0.0,0.0,,0,0.0,0.0
C00030,2025-04-01,1,46.64,46.64,46.64,0,1.0,46.64
C00030,2025-05-01,1,51.66,51.66,51.66,0,0.0,5.019999999999996
C00030,2025-06-01,1,200.28,200.28,200.28,0,0.0,148.62
C00030,2025-07-01,0,0.0,0.0,,0,-1.0,-200.28
C00030,2025-08-01,1,152.67,152.67,152.67,0,1.0,152.67
C00030,2025-09-01,2,423.62,273.32000000000005,211.81,0,1.0,120.65000000000006
C00031,2025-02-01,1,45.47,45.47,45.47,0,,
C00031,2025-03-01,2,127.31,127.31,63.655,0,1.0,81.84
C00031,2025-04-01,1,50.1,50.1,50.1,0,-1.0,-77.21000000000001
C00031,2025-05-01,0,0.0,0.0,,0,-1.0,-50.1
C00031,2025-06-01,1,145.97,145.97,145.97,0,1.0,145.97
C00031,2025-07-01,0,0.0,0.0,,0,-1.0,-145.97
C00031,2025-08-01,2,125.59,125.59,62.795,0,2.0,125.59
C00031,2025-09-01,0,0.0,0.0,,0,-2.0,-125.59
C00031,2025-10-01,1,51.25,51.25,51.25,0,1.0,51.25
C00032,2025-02-01,3,252.19000000000003,252.19000000000003,84.06333333333335,0,,
C00032,2025-03-01,0,0.0,0.0,,0,-3.0,-252.19000000000003
C00032,2025-04-01,1,757.88,757.88,757.88,0,1.0,757.88
C00032,2025-05-01,0,0.0,0.0,,0,-1.0,-757.88
C00032,2025-06-01,3,74.02,74.02,24.673333333333332,0,3.0,74.02
C00032,2025-07-01,1,77.61,-77.61,77.61,0,-2.0,-151.63
C00032,2025-08-01,0,0.0,0.0,,0,-1.0,77.61
C00032,2025-09-01,0,0.0,0.0,,0,0.0,0.0
C00032,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00032,2025-11-01,2,167.0,167.0,83.5,0,2.0,167.0
C00032,2025-12-01,1,37.83,37.83,37.83,0,-1.0,-129.17000000000002
C00033,2025-07-01,1,132.73,-132.73,132.73,0,,
C00033,2025-08-01,2,90.41,90.41,45.205,0,1.0,223.14
C00033,2025-09-01,0,0.0,0.0,,0,-2.0,-90.41
C00033,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00033,2025-11-01,1,21.99,21.99,21.99,0,1.0,21.99
C00034,2025-01-01,4,65.62,65.62,16.405,0,,
C00034,2025-02-01,1,10.16,10.16,10.16,0,-3.0,-55.46000000000001
C00034,2025-03-01,0,0.0,0.0,,0,-1.0,-10.16
C00034,2025-04-01,0,0.0,0.0,,0,0.0,0.0
C00034,2025-05-01,2,37.67,37.67,18.835,0,2.0,37.67
C00034,2025-06-01,1,9.35,9.35,9.35,0,-1.0,-28.32
C00034,2025-07-01,2,35.04,35.04,17.52,0,1.0,25.689999999999998
C00034,2025-08-01,0,0.0,0.0,,0,-2.0,-35.04
C00034,2025-09-01,0,0.0,0.0,,0,0.0,0.0
C00034,2025-10-01,0,0.0,0.0,,0,0.0,0.0
C00034,2025-11-01,0,0.0,0.0,,0,0.0,0.0
C00034,2025-12-01,4,71.76,71.76,17.94,0,4.0,71.76
C00035,2025-01-01,1,17.95,17.95,17.95,0,,
C00035,2025-02-01,0,0.0,0.0,,0,-1.0,-17.95
C00035,2025-03-01,1,11.35,11.35,11.35,0,1.0,11.35
C00035,2025-04-01,1,26.19,26.19,26.19,0,0.0,14.840000000000002
C00035,2025-05-01,1,11.65,11.65,11.65,0,0.0,-14.540000000000001
C00035,2025-06-01,1,28.23,28.23,28.23,0,0.0,16.58
C00035,2025-07-01,1,2.89,2.89,2.89,0,0.0,-25.34
C00035,2025-08-01,3,51.349999999999994,34.61,17.116666666666664,0,2.0,31.72
C00035,2025-09-01,1,10.83,10.83,10.83,0,-2.0,-23.78
C00035,2025-10-01,4,69.87,69.87,17.4675,0,3.0,59.040000000000006
C00035,2025-11-01,0,0.0,0.0,,0,-4.0,-69.87
C00035,2025-12-01,1,17.58,17.58,17.58,0,1.0,17.58
C00036,2025-01-01,3,121.28,28.680000000000007,40.42666666666667,0,,
C00036,2025-02-01,3,180.68,180.68,60.22666666666667,0,0.0,152.0
C00036,2025-03-01,1,30.73,30.73,30.73,0,-2.0,-149.95000000000002
C00036,2025-04-01,1,27.63,27.63,27.63,0,0.0,-3.1000000000000014
C00036,2025-05-01,3,144.5,144.5,48.166666666666664,0,2.0,116.87
C00036,2025-06-01,1,43.31,43.31,43.31,0,-2.0,-101.19
C00036,2025-07-01,0,0.0,0.0,,0,-1.0,-43.31
C00036,2025-08-01,0,0.0,0.0,,0,0.0,0.0
C00036,2025-09-01,2,45.39,45.39,22.695,0,2.0,45.39
C00036,2025-10-01,2,24.82,24.82,12.41,0,0.0,-20.57
C00036,2025-11-01,1,39.81,39.81,39.81,0,-1.0,14.990000000000002
C00036,2025-12-01,2,97.77,97.77,48.885,0,1.0,57.959999999999994
C00037,2025-02-01,4,356.56,356.56,89.14,0,,
C00037,2025-03-01,3,234.24,120.56,78.08,0,-1.0,-236.0
C00037,2025-04-01,0,0.0,0.0,,0,-3.0,-120.56
C00037,2025-05-01,1,39.8,39.8,39.8,0,1.0,39.8
C00037,2025-06-01,1,110.81,110.81,110.81,0,0.0,71.01
C00037,2025-07-01,0,0.0,0.0,,0,-1.0,-110.81
C00037,2025-08-01,1,37.59,37.59,37.59,0,1.0,37.59
C00037,2025-09-01,2,74.72999999999999,74.72999999999999,37.364999999999995,0,1.0,37.139999999999986
C00037,2025-10-01,0,0.0,0.0,,0,-2.0,-74.72999999999999
C00037,2025-11-01,2,34.83,34.83,17.415,0,2.0,34.83
C00037,2025-12-01,3,150.11,150.11,50.03666666666667,0,1.0,115.28000000000002
C00038,2025-02-01,1,267.56,267.56,267.56,0,,
C00038,2025-03-01,2,111.36,111.36,55.68,0,1.0,-156.2
C00038,2025-04-01,1,230.07,230.07,230.07,0,-1.0,118.71
C00038,2025-05-01,0,0.0,0.0,,0,-1.0,-230.07
C00038,2025-06-01,0,0.0,0.0,,0,0.0,0.0
C00038,2025-07-01,0,0.0,0.0,,0,0.0,0.0
C00038,2025-08-01,2,88.47999999999999,88.47999999999999,44.239999999999995,0,2.0,88.47999999999999
C00038,2025-09-01,0,0.0,0.0,,0,-2.0,-88.47999999999999
