customer_id,Groceries,Restaurants,Books,Electronics,Sports,Travel,Home,Entertainment,Fashion,Health
C00028,0.38758830775374664,0.23540187390916065,0.012580990698604003,0.0243573114814591,0.0006658029106417092,0.16742239683732338,0.09837879498425858,0.008903164201609878,0.01140608587267818,0.05329527135051786
C00029,6.26131235740351e-05,0.12632648921312437,0.022923805250448886,0.00010528418374878671,0.15121407939412693,0.2935915326439348,0.336543370437144,0.058595677364279626,0.010557922924816329,7.922546480219717e-05
C00030,0.11355914560247836,0.13335807276927847,0.041650197378856585,0.31066708101899715,0.020959870156723525,0.0027882866425112604,0.3494722433479616,0.018711604543825623,0.00688185631709531,0.0019516422222723114
C00031,0.005939910259646513,0.1586927218914356,0.19596562973228282,0.20236320955495318,0.28121343258673737,0.05011958602852434,0.010288851324345727,0.026708803272993856,0.02355093647642065,0.04515691887266017
C00032,0.23277114478840535,0.13852022337752018,0.006773593732745577,0.346865748203269,0.05797554787363965,0.05464983924036607,0.06879016005964884,0.0023714429649205684,0.09065837049768534,0.0006239292617994306
C00033,0.01947295512884184,0.005026148094924679,0.08692319885518056,0.13801915605073872,0.09475716536719665,0.030316143615282124,0.2878451601582756,0.03443643025430222,0.03258705146181804,0.27061659101343943
C00034,0.13783972137079764,0.12650196686323303,0.024922612744434906,4.5620595913651826e-08,0.5191272132621488,0.0003581769362665544,0.01168863454293201,0.014005896731484358,0.061725886489444944,0.10382984543866178
C00035,0.003948156664411703,0.02204857524983814,0.11300239449243932,0.004739045135238166,0.03106774530160547,0.03935457515073429,0.21938231164201585,0.024920234329848596,0.007248117274890027,0.5342888447589785
C00036,0.022533306441531786,0.1090994362774432,0.09144962968934722,0.05690339013430304,0.03630207366293645,0.004263264803709007,0.4601751800807892,0.015566921397631397,0.03227533862799684,0.17143145888431185
C00037,0.0004731388484532215,0.22506721930079443,0.06877294178709369,0.1715884075756549,9.178040785579798e-06,0.335002164485182,0.0030415555669325235,0.08630207046266551,0.0667632729474635,0.04298005098497478
C00038,0.0861319571746003,0.01610622284490538,0.04385269150006883,6.239031319972775e-05,0.17434661592907524,0.32313489508647036,0.23546744239988376,0.08524791164826834,0.019675022995241785,0.01597485010828614
C00039,0.15161042229346086,0.004569405259324645,2.0988714097471113e-05,0.10882543226960999,0.26622151533482863,0.1769951895323303,0.055606499438390126,0.046577857144010665,0.09705153489374778,0.0925211551201996
C00040,0.04370698426146616,0.01740716401504864,0.13510698282859904,0.00479695735140865,0.04196947521091249,0.13576805844561116,0.27106736172835993,0.2575491823183197,0.08124480010996513,0.011383033730309126
C00041,0.0008753147298450408,0.017436071650956286,0.036772107666567126,0.0118117690785114,0.20579426334214262,0.2020136752397402,0.5205316314301799,0.0015978366639493433,0.0029485128876791393,0.00021881731042898748
C00042,0.0058187201689325,0.06508787442449367,0.027164022359656134,0.159086095301267,0.18611543061228872,3.3775292178334974e-05,0.4006386170478487,0.1126857071650898,9.394116034995178e-05,0.0432758164678952
C00043,0.004224207546991178,0.2288182259500547,0.042962556612292,0.2605738635497365,0.11578187548599199,0.009842481826930169,0.12020503207759609,0.05717759185519532,0.007638332249266756,0.15277583284594537
C00044,0.051716998142094135,0.07554144972503772,0.017302288758433704,0.40861850700453534,0.020520515665098934,0.04300071043005913,0.024268173927904507,0.04347965908409326,0.1596007352067458,0.15595096205599737
C00045,0.021439123107500305,0.11563989830470528,0.022263270592230124,0.3370801654962516,0.00015798998077128028,0.002065412607072537,0.13364303901432828,0.18235641938383768,0.0714025609123569,0.11395212060094592
C00046,0.006922452166250731,0.09660136042527726,0.7896832809764701,0.0002982639138198409,0.016424649108233585,0.0001968067281763974,0.010089324095094672,0.04688413350198729,0.03279019479649952,0.00010953428819068357
C00047,0.0998261866522104,0.03746163543464295,0.10894523206876276,0.16187702579804178,0.02388853587155739,0.1295650066578403,0.31302297308233273,0.0007825979102338899,8.407960104540058e-05,0.12454672692333249
C00048,0.6069639854747206,0.0301505168662142,0.0004709832651399792,0.027611283687296918,0.07878000747448319,0.02881159456618587,0.07913805262191857,0.11425268917228203,0.025829901792648543,0.00799098507911003
C00049,0.02606152695946723,0.08669226891576663,0.32629216725699356,0.3135678026991099,0.0012080170153056747,0.0017986025629973068,0.028093814787044,0.19025747331540507,0.025858012650876807,0.00017031383703415437
C00050,0.14378519724584937,0.036255779448220685,0.0680482031989905,0.3577877398358467,0.0038154767597983604,0.026209995134465418,0.0010520116989787547,0.031724791442754044,0.0007190342614737126,0.33060177097362237
C00051,0.01539191186009474,0.03448465584276277,0.005017460340853523,0.009501625382289231,0.000497211620699069,0.08194331782338728,0.5225354189597522,0.264140262002071,0.015989788269500774,0.05049834789858928
C00052,0.0007217487965071915,0.017498715647576376,0.009896051362343094,0.13314055208270761,0.034475948079311515,0.2588777023052405,0.11296582049115453,0.08631322478164803,0.2902665835494027,0.05584365290410846
C00053,0.001520372441466057,0.0030308977139798187,0.06640321006604961,0.3751177204456281,0.1025057822555508,0.31456922996892817,0.00019040874558464953,0.009968962934044772,0.11938216844458213,0.007311246984186058
C00054,0.16522201089297633,0.0016781657821000743,0.22067792274239187,0.021088973028716432,0.16859559624128928,0.023623574512909754,0.00024715430248065584,0.00030078239843864485,0.18624073482485273,0.21232508527384408
C00055,0.08082050729145604,0.032963491045245,0.061924256104548145,0.6229917872852468,0.04806217335495736,0.039485973485961674,0.008300454331839168,0.08465445967201046,0.0001993475667580233,0.02059754986197711
C00056,0.055121349490438634,0.05667585592619923,0.18057795972248042,0.028738522811160613,0.23493592936451146,0.0037007486460705966,0.10771621681018015,0.10563461936237216,0.22602556226223153,0.0008732356043551657
C00057,0.0007159667278595559,0.017095711717609544,0.06438007774563087,0.08731867706785632,0.41874964206742477,0.0829164653693473,0.18361411683256315,0.02207542147437135,0.046049146813742746,0.07708477418359426
C00058,0.01872918502751781,0.02782544038783881,0.3334411610802075,0.0029901508484539755,0.2834409330959624,0.0038899842498825265,0.00029595986754962837,0.16401266493483857,0.08216540444238242,0.08320911606536627
C00059,0.004886709783601807,0.05328858339652521,0.1550201914926835,0.29232754736417427,0.008827841134587596,0.013306358645780222,0.4160189410643409,0.049556745263701206,0.001380494157345103,0.0053865876972599945
C00060,0.0009162177097901392,0.07902353309766333,0.10765487218624487,0.08922881365124238,0.013243494254814457,0.4695432416167643,0.0699507272661932,0.10699925473344228,0.04155111082766145,0.021888734656183642
C00061,0.08884378975263989,0.15972504595479786,0.22628465455376148,0.07314852029929746,0.0017888647785697038,0.0701267894636817,0.09147338938917038,0.17049536574532026,0.0919205191047327,0.02619306095802867
C00062,0.22755854131849215,0.0439949412469499,0.00024608660046152844,0.004868994194670725,0.45615784316035,0.007528008739651145,0.016942751017868976,0.022366713787027113,0.15688781976061855,0.06344830017391
C00063,0.3020909400271798,0.03681923360469313,0.004954518057676786,0.07236225922903038,0.15115354451043841,0.0002312976181735883,0.34826175454085245,0.06058735677685829,0.022669870829640885,0.0008692248054562231
C00064,0.15080457049709506,0.005499481226184795,0.004895264531327778,0.0416023517300649,0.05395104849930816,0.0022290399121059454,0.14411242055707404,0.05260150142607185,0.43368585647610247,0.110618465144665
C00065,3.42227672345689e-05,0.13067624762123747,0.05363042570432454,0.1426170254339694,0.04684862206410086,0.15226087970136015,0.23077508635199098,0.03636345979963461,0.00016322629551637226,0.20663080426063102
C00066,0.11791578065644895,0.06244087750238349,0.00015840638843041502,0.07751835720310106,0.051628975315503894,0.18056798093613935,0.06675088539031747,0.2206670754895717,0.19104247484136588,0.03130918627673777
C00067,0.004253121052087521,0.03042526845594697,0.34303124730121287,0.0022408481133167767,0.40593694783390594,0.031184028086530233,0.14833060597815542,0.003108774138087646,0.008997254908453461,0.02249190413230319
C00068,0.1211172658904665,0.09418971374530226,0.027670587486717087,0.15662257439805655,0.21236475644453526,0.27945381980891404,0.0195258685112097,0.012255147753976646,0.027958182030962807,0.048842083929858976
C00069,0.028604886699184727,0.005815832064450536,0.005164361526137219,0.12519728534371125,0.2568938563374501,0.1532282326604743,0.20227997215110877,0.16670204107053688,0.032330704325154426,0.023782827821791957
C00070,0.0016417834160014054,0.2502516264971644,0.030418406914935834,0.04972114687841294,0.36497739201894136,0.07057453660647989,0.08307768543193864,0.031206237514206744,0.07267952218564848,0.04545166253627029
C00071,0.08059718765705115,0.10693877317563219,0.0020178281208701673,0.00800168197411704,0.005387359792831165,0.006240987244581796,0.33261554217335043,0.17011905126593083,0.16904845788506956,0.11903313071056554
C00072,0.028159433016120637,0.10658039393989456,0.027301542252187436,0.1171553392937053,0.33230378408761646,0.004388734318257231,0.010257660881172258,0.2642627215840777,0.048684751400509665,0.06090563922645882
C00073,0.2173577236750706,0.03511297417370253,0.15406262838628876,0.0030505022096764794,0.0173456921207842,0.022236925003139476,0.04526852522760375,0.06190729095805924,0.27021427059064684,0.17344346765502805
C00074,0.1552866426872661,0.004979000665989679,0.00010542729285714638,0.11608492174358748,0.0007742260969644152,0.16800661506383496,0.10314152786234287,0.04958160173978909,0.3860263500088865,0.016013686838481565
C00075,0.5237417887579731,0.09616361112908317,0.17559981767293953,0.00026203772868789194,0.021441606367333693,0.002514701634771686,0.00138300022078017,0.020998934984683155,0.10352832747553722,0.05436617402821037
C00076,0.0381372635631017,0.0010079487841986973,0.09482834274752268,0.03143086204494165,0.22275996612189092,0.013905141400066424,0.18352160499029826,0.0058476255271577016,0.4083136826835008,0.00024756213732117044
C00077,0.044150962150643736,0.05159352248478679,0.45410176361343507,0.09673144959484238,0.005563546726846827,0.09547430817602152,0.02745538124087157,0.15340340831760518,0.06272112759957148,0.008804530095375403
C00078,0.00031725260324140064,0.04702808900505957,0.013309436083288143,0.09335564185767466,0.0006766699309236731,0.034462211497038195,0.04662358743040528,0.024155720596985075,0.6933606098107233,0.046710781184660564
C00079,0.25868669977113184,0.00965098117918735,0.014154340391524627,0.399792924811759,0.0009211873838572693,0.06713759330320322,0.04911032072655411,0.1929559830219031,3.092078444855649e-07,0.007589660203034805
C00080,0.023392166500016194,0.00281272686819792,0.09379047699096428,0.0012616962934305757,0.09895440194783951,0.03295485042699798,0.004035142826377644,0.533131341078189,0.1412481150217957,0.06841908204619115
C00081,0.01894607248309932,0.00024451279284659204,0.00751742161564934,0.0008376013912238976,0.20258747425015908,0.04636710681158141,0.12149148493490194,0.18778263770693437,0.3877894412534574,0.02643624676014668
C00082,0.019376966745819842,0.6850561778159776,0.0036778783133602348,0.0033849079368714367,0.0547907116930163,0.010663179402820133,0.19118933306197902,0.0014416350077730573,0.011562749821805097,0.018856460200577088
C00083,0.14520561694632647,0.09256385655390884,0.005179500662849146,0.10937684443688471,0.2031009437385182,0.26831156285073876,0.17112802832543964,0.00295071740011177,0.0011989564838193116,0.0009839726014027603
C00084,0.0064647697695703835,0.2950425625253524,0.02788742374483852,0.10545309242228113,0.1549626028163256,0.36603813765620574,0.016563682717037266,0.0015565277261496934,0.0013601189113157173,0.024671081710923685
C00085,0.2789127924188214,0.024215400705262295,0.03437072576649996,0.05208470117947389,0.07896728614036196,0.03162189011927342,0.022018448715733288,0.13602579018676286,0.32208413860874213,0.019698826159068993
C00086,0.004106896084348081,0.020469155797786517,0.12007371963737408,0.11132127879993954,0.031496031757805125,0.32615422693568663,0.24958427939184644,0.07018138844364233,0.060795801656125484,0.0058172214954457565
C00087,0.08543844099384545,0.011597202130284904,0.029816245958946327,0.03652958003349442,0.15390055702265046,2.8078224937242763e-05,0.23780233224984199,0.33170104911113024,0.023742090680197517,0.08944442359467142
C00088,0.008282172520026696,0.09815295935094351,0.15721090562926057,0.006961254353162064,0.06142161823954319,0.30566481693970743,0.25913873485724825,0.000944855176324706,0.011540319885818886,0.0906823630479646
C00089,0.07978327669094176,0.022277104187875464,0.06477061165832328,0.48901602831245106,0.15838777040755486,0.015699793271892026,0.05083035252976324,0.01629359141234938,0.07966390863912065,0.02327756288972835
C00090,0.082874071232979,0.026239672874423,0.00100481188763124,0.09617425966127018,0.18348365503509367,0.12634564526135653,0.012286182001360122,0.1664915529960819,0.10262753409288387,0.20247261495692034
C00091,1.870055439138525e-08,0.003177184937100122,0.00036424260244830394,0.001756704091913069,0.04344072134232641,0.0007326999008967796,0.00044220406984577654,0.715832734635347,0.07007562177664,0.16417786794292816
C00092,1.5266257183496578e-06,0.5983855431438138,0.05534003577538782,0.00047364355665514753,0.1522009538397892,0.0035768487037468274,0.00709515391439146,0.07203945014699613,0.10667076434773987,0.0042160799457612525
C00093,0.12116866652007324,0.3284214944323414,0.36707131316734326,6.76872015849198e-07,0.0013238942238061767,0.017705206824111516,0.14087862832272047,0.0025263037669265623,0.01071739656023801,0.010186419310423465
C00094,0.08841081293813967,0.001654929680938824,0.05285531813012837,0.021350193808411983,0.0023980286125205286,0.36558281115251334,0.013311242732986589,0.2062048451401374,0.2471493144027015,0.0010825034015216686
C00095,0.04692138809396204,0.6692991799923729,0.027326671709513698,0.00033359875210688057,0.003079410068825835,0.0017827259399480794,0.0014278575776816434,0.04488187189032932,0.012244644506551298,0.19270265146870832
C00096,0.10218096983591057,0.039836846688649265,0.0001064567951795637,0.0010522228429395504,0.07659552196981412,0.031240434429925884,0.04133467583160122,0.6652370851495811,0.042353120853072,6.266560332688363e-05
C00097,0.021645577439725717,0.0003119447477458398,7.880753190052173e-05,0.0007805738655772806,0.6102020981557745,0.09538398875067543,0.0006083910645049875,0.0017076252972079106,0.04285792850482193,0.226423064642066
C00098,0.20214879215228984,0.20459252973325082,0.006673093009439516,0.008049472470662258,0.01831954239925557,0.25873127224748554,0.04392459127870528,0.17369306953490396,0.0012118714383138073,0.08265576573569346
C00099,0.15332051368401053,0.004113818847289589,0.041623464289500076,0.0497146122646015,0.09666577227875106,0.21276386649732576,0.04663631201224803,0.15769039752984795,0.04201087623466164,0.19546036636176395
C00100,0.03926026555455544,0.2756519410265721,0.05357144412951755,8.952738706498174e-06,0.0420595640621417,0.015080980759144665,0.46462009362937823,0.006975370634279042,0.06386036149657758,0.03891102596912724
